"","cluster_1","cluster_2","cluster_3"
"PAG1",4,3,2
"FABP5",4,3,2
"IMPA1",4,3,2
"SLC10A5",4,3,2
"ZFAND1",4,3,2
"CHMP4C",4,3,2
"SNX16",4,3,2
"RALYL",4,3,2
"LRRCC1",4,3,2
"E2F5",4,3,2
"C8orf59",4,3,2
"CA13",4,3,2
"CA1",4,3,2
"CA3",4,3,2
"CA2",4,3,2
"ATP6V0D2",4,3,2
"WWP1",4,3,2
"RMDN1",4,3,2
"CPNE3",4,3,2
"CNGB3",4,3,2
"MMP16",4,3,2
"RIPK2",4,3,2
"OSGIN2",4,3,2
"NBN",4,3,2
"DECR1",4,3,2
"CALB1",4,3,2
"LINC01030",4,3,2
"TMEM64",4,3,2
"NECAB1",4,3,2
"C8orf88",4,3,2
"OTUD6B",4,3,2
"LRRC69",4,3,2
"SLC26A7",4,3,2
"RUNX1T1",4,3,2
"TRIQK",4,3,2
"LINC00535",4,3,2
"RBM12B",4,3,2
"TMEM67",4,3,2
"PDP1",4,3,2
"GEM",4,3,2
"FSBP",4,3,2
"RAD54B",4,3,2
"ESRP1",4,3,2
"DPY19L4",4,3,2
"INTS8",4,3,2
"CCNE2",4,3,2
"TP53INP1",4,3,2
"NDUFAF6",4,3,2
"PLEKHF2",4,3,2
"C8orf37",4,3,2
"GDF6",4,3,2
"UQCRB",4,3,2
"PTDSS1",4,3,2
"SDC2",5,4,3
"CPQ",5,4,3
"TSPYL5",5,4,3
"MTDH",5,4,3
"LAPTM4B",5,4,3
"MATN2",5,4,3
"RPL30",5,4,3
"POP1",5,4,3
"NIPAL2",5,4,3
"KCNS2",5,4,3
"STK3",5,4,3
"OSR2",5,4,3
"VPS13B",5,4,3
"COX6C",5,4,3
"RGS22",5,4,3
"FBXO43",5,4,3
"POLR2K",5,4,3
"SPAG1",5,4,3
"RNF19A",5,4,3
"ANKRD46",5,4,3
"SNX31",5,4,3
"PABPC1",5,4,3
"YWHAZ",5,4,3
"ZNF706",5,4,3
"GRHL2",5,4,3
"NCALD",5,4,3
"RRM2B",5,4,4
"UBR5",5,4,4
"ODF1",6,5,4
"KLF10",6,5,4
"AZIN1",6,5,4
"AP003354.1",6,5,4
"ATP6V1C1",6,5,4
"AP003550.1",6,5,4
"BAALC",6,5,4
"FZD6",6,5,4
"CTHRC1",6,5,4
"SLC25A32",6,5,4
"DCAF13",6,5,4
"RIMS2",6,5,4
"DCSTAMP",6,5,4
"DPYS",6,5,4
"LRP12",6,5,4
"ZFPM2",6,5,4
"OXR1",6,5,4
"ABRA",6,5,4
"ANGPT1",6,5,4
"EIF3E",6,5,4
"EMC2",6,5,4
"TMEM74",6,5,4
"NUDCD1",6,5,4
"ENY2",6,5,4
"PKHD1L1",6,5,4
"EBAG9",6,5,4
"SYBU",6,5,4
"TRPS1",6,6,4
"LINC00536",6,6,4
"EIF3H",6,6,4
"UTP23",6,6,4
"RAD21",6,6,4
"RAD21-AS1",6,6,4
"AARD",6,6,4
"SLC30A8",6,6,4
"MED30",6,6,4
"EXT1",6,6,4
"AC023590.1",6,6,4
"SAMD12",6,6,4
"TNFRSF11B",6,6,4
"COLEC10",6,6,4
"MAL2",6,6,4
"NOV",6,6,4
"ENPP2",6,6,4
"TAF2",6,6,4
"DSCC1",6,6,4
"DEPTOR",6,6,4
"COL14A1",6,6,4
"MRPL13",6,6,4
"MTBP",6,6,4
"SNTB1",6,6,4
"HAS2",6,6,4
"HAS2-AS1",6,6,4
"LINC01151",6,6,4
"AC016405.2",6,6,4
"ZHX2",6,6,4
"DERL1",6,6,4
"TBC1D31",6,6,4
"FAM83A",6,6,4
"FAM83A-AS1",6,6,4
"C8orf76",6,6,4
"ZHX1",6,6,4
"ATAD2",6,6,4
"WDYHV1",6,6,4
"FBXO32",6,6,4
"KLHL38",6,6,4
"ANXA13",6,6,4
"FAM91A1",6,6,4
"FER1L6",6,6,4
"TMEM65",6,6,4
"TRMT12",6,6,4
"RNF139-AS1",6,6,4
"RNF139",6,6,4
"TATDN1",6,6,4
"NDUFB9",6,6,4
"MTSS1",6,6,4
"LINC00964",6,6,4
"ZNF572",6,6,4
"SQLE",6,6,4
"NSMCE2",6,6,4
"TRIB1",6,6,4
"LINC00861",6,6,4
"FAM84B",6,6,4
"PCAT1",6,6,4
"PRNCR1",6,6,4
"CASC8",6,6,4
"POU5F1B",6,6,4
"CASC11",6,6,4
"MYC",6,6,4
"PVT1",6,6,4
"CCDC26",6,6,4
"GSDMC",6,6,4
"FAM49B",6,6,4
"ASAP1",6,6,4
"ADCY8",6,6,4
"EFR3A",6,6,4
"OC90",6,6,4
"HHLA1",6,6,4
"KCNQ3",6,6,4
"LRRC6",6,6,4
"TMEM71",6,6,4
"PHF20L1",6,6,4
"TG",6,6,4
"SLA",6,6,4
"WISP1",6,6,4
"NDRG1",6,6,4
"ST3GAL1",6,6,4
"ZFAT",6,6,4
"AC083843.1",6,6,4
"AC083843.2",6,6,4
"AC083843.3",6,6,4
"KHDRBS3",6,6,4
"FAM135B",6,6,4
"COL22A1",6,6,4
"KCNK9",6,6,4
"TRAPPC9",6,6,4
"CHRAC1",6,6,4
"AGO2",6,6,4
"PTK2",6,6,4
"DENND3",6,6,4
"SLC45A4",6,6,4
"GPR20",6,6,4
"PTP4A3",6,6,4
"AC138647.1",6,6,4
"LINC00051",6,6,4
"TSNARE1",6,6,4
"ARC",6,6,4
"JRK",6,6,4
"PSCA",6,6,4
"LY6K",6,6,4
"THEM6",6,6,4
"LYPD2",6,6,4
"LYNX1",6,6,4
"LY6D",6,6,4
"LY6E",6,6,4
"LY6H",6,6,4
"GPIHBP1",6,6,4
"ZFP41",6,6,4
"GLI4",6,6,4
"ZNF696",6,6,4
"TOP1MT",6,6,4
"RHPN1-AS1",6,6,4
"RHPN1",6,6,4
"MAFA",6,6,4
"ZC3H3",6,6,4
"GSDMD",6,6,4
"MROH6",6,6,4
"EEF1D",6,6,4
"TIGD5",6,6,4
"TSTA3",6,6,4
"ZNF623",6,6,4
"ZNF707",6,6,4
"CCDC166",6,6,4
"MAPK15",6,6,4
"FAM83H",6,6,4
"SCRIB",6,6,4
"PUF60",6,6,4
"NRBP2",6,6,4
"EPPK1",6,6,4
"PLEC",6,6,4
"GRINA",6,6,4
"PARP10",6,6,4
"SPATC1",6,6,4
"OPLAH",6,6,4
"EXOSC4",6,6,4
"GPAA1",6,6,4
"CYC1",6,6,4
"SHARPIN",6,6,4
"MAF1",6,6,4
"MROH1",6,6,4
"BOP1",6,6,4
"HSF1",6,6,4
"DGAT1",6,6,4
"SCRT1",6,6,4
"TMEM249",6,6,4
"FBXL6",6,6,4
"SLC52A2",6,6,4
"ADCK5",6,6,4
"CPSF1",6,6,4
"SLC39A4",6,6,4
"VPS28",6,6,4
"TONSL",6,6,4
"CYHR1",6,6,4
"KIFC2",6,6,4
"FOXH1",6,6,4
"PPP1R16A",6,6,4
"GPT",6,6,4
"MFSD3",6,6,4
"RECQL4",6,6,4
"LRRC14",6,6,4
"LRRC24",6,6,4
"C8orf82",6,6,4
"AC084125.1",6,6,4
"ARHGAP39",6,6,4
"AF186192.1",6,6,4
"ZNF251",6,6,4
"ZNF34",6,6,4
"RPL8",6,6,4
"ZNF517",6,6,4
"ZNF7",6,6,4
"COMMD5",6,6,4
"ZNF250",6,6,4
"ZNF16",6,6,4
"ZNF252P-AS1",6,6,4
"C8orf33",6,6,4
"CDK20",3,3,2
"SPIN1",3,3,2
"NXNL2",3,3,2
"C9orf47",3,3,2
"S1PR3",3,3,2
"SHC3",3,3,2
"CKS2",3,3,2
"SECISBP2",3,3,2
"SEMA4D",3,3,2
"GADD45G",3,3,2
"DIRAS2",3,3,2
"SYK",3,3,2
"LINC00484",3,3,2
"AUH",3,3,2
"NFIL3",3,3,2
"ROR2",3,3,2
"SPTLC1",3,3,2
"IARS",3,3,2
"NOL8",3,3,2
"OGN",3,3,2
"ASPN",3,3,2
"CENPP",3,3,2
"ECM2",3,3,2
"IPPK",3,3,2
"BICD2",3,3,2
"ZNF484",3,3,2
"FGD3",3,3,2
"SUSD3",3,3,2
"NINJ1",3,3,2
"WNK2",3,3,2
"C9orf129",3,3,2
"FAM120AOS",3,3,2
"FAM120A",3,3,2
"PHF2",3,3,2
"BARX1",3,3,2
"PTPDC1",3,3,2
"MIRLET7DHG",3,3,2
"ZNF169",3,3,2
"PCAT7",3,3,2
"FBP2",3,3,2
"FBP1",3,3,2
"C9orf3",3,3,2
"FANCC",3,3,2
"PTCH1",3,3,2
"LINC00476",3,3,2
"ERCC6L2",3,3,2
"AL160269.1",3,3,2
"HSD17B3",3,3,2
"SLC35D2",3,3,2
"ZNF367",3,3,2
"HABP4",3,3,2
"CDC14B",3,3,2
"AAED1",3,3,2
"ZNF510",3,3,2
"ZNF782",3,3,2
"NUTM2G",3,3,2
"CTSV",3,3,2
"CCDC180",3,3,2
"TDRD7",3,3,2
"TMOD1",3,3,2
"TSTD2",3,3,2
"NCBP1",3,3,2
"XPA",3,3,2
"AL445531.1",3,3,2
"HEMGN",3,3,2
"ANP32B",3,3,2
"NANS",3,3,2
"TRIM14",3,3,2
"CORO2A",3,3,2
"TBC1D2",3,3,2
"GABBR2",3,3,2
"ANKS6",3,3,2
"GALNT12",3,3,2
"COL15A1",3,3,2
"TGFBR1",3,3,2
"ALG2",3,3,2
"SEC61B",3,3,2
"NR4A3",3,3,2
"STX17",3,3,2
"ERP44",3,3,2
"INVS",3,3,2
"TEX10",3,3,2
"MSANTD3",3,3,2
"MSANTD3-TMEFF1",3,3,2
"TMEFF1",3,3,2
"BAAT",3,3,2
"MRPL50",3,3,2
"ZNF189",3,3,2
"TMEM246",3,3,2
"RNF20",3,3,2
"SMC2",3,3,2
"OR13C3",3,3,1
"OR13C5",3,3,1
"OR13C9",3,3,1
"NIPSNAP3A",3,3,1
"NIPSNAP3B",3,3,1
"ABCA1",3,3,1
"SLC44A1",3,3,1
"FSD1L",3,3,1
"FKTN",3,3,1
"TAL2",3,3,1
"TMEM38B",3,3,1
"ZNF462",3,3,1
"RAD23B",3,3,1
"KLF4",3,3,1
"ACTL7B",3,3,1
"FAM206A",3,3,1
"CTNNAL1",3,3,1
"TMEM245",3,3,1
"FRRS1L",3,3,1
"EPB41L4B",3,3,1
"PTPN3",3,3,1
"PALM2",3,3,1
"PALM2-AKAP2",3,3,1
"AKAP2",3,3,1
"C9orf152",3,3,1
"TXN",3,3,1
"SVEP1",3,3,1
"MUSK",3,3,1
"LPAR1",3,3,1
"ZNF483",3,3,1
"PTGR1",3,3,1
"DNAJC25",3,3,1
"DNAJC25-GNG10",3,3,1
"GNG10",3,3,1
"C9orf84",3,3,1
"UGCG",3,3,1
"SUSD1",3,3,1
"PTBP3",3,3,1
"HSDL2",3,3,1
"C9orf147",3,3,1
"KIAA1958",3,3,1
"INIP",3,3,1
"SNX30",3,3,1
"SLC46A2",3,3,1
"ZNF883",3,3,1
"ZFP37",3,3,1
"FAM225A",3,3,1
"SLC31A2",3,3,1
"FKBP15",3,3,1
"SLC31A1",3,3,1
"CDC26",3,3,1
"PRPF4",3,3,1
"RNF183",3,3,1
"WDR31",3,3,1
"BSPRY",3,3,1
"HDHD3",3,3,1
"ALAD",3,3,1
"POLE3",3,3,1
"C9orf43",3,3,1
"RGS3",3,3,1
"ZNF618",3,3,1
"AMBP",3,3,1
"KIF12",3,3,1
"COL27A1",3,3,1
"ORM1",3,3,1
"ORM2",3,3,1
"AKNA",3,3,1
"ATP6V1G1",3,3,1
"TNFSF15",3,3,1
"TNC",3,3,1
"DEC1",3,3,1
"PAPPA",3,3,1
"AL137024.1",3,3,1
"PAPPA-AS1",3,3,1
"TRIM32",3,3,1
"ASTN2",3,3,1
"TLR4",3,3,1
"TTLL11",3,3,1
"NDUFA8",3,3,1
"MORN5",3,3,1
"LHX6",3,3,1
"RBM18",3,3,1
"MRRF",3,3,1
"PTGS1",3,3,1
"OR1J1",3,3,1
"OR1J2",3,3,1
"OR1N2",3,3,1
"OR1L8",3,3,1
"OR1Q1",3,3,1
"OR1K1",3,3,1
"PDCL",3,3,1
"RC3H2",3,3,1
"ZBTB6",3,3,1
"ZBTB26",3,3,1
"RABGAP1",3,3,1
"GPR21",3,3,1
"STRBP",3,3,1
"CRB2",3,3,1
"DENND1A",3,3,1
"LHX2",2,2,1
"NEK6",2,2,1
"PSMB7",2,2,1
"NR6A1",2,2,1
"MIR181A2HG",2,2,1
"OLFML2A",2,2,1
"WDR38",2,2,1
"RPL35",2,2,1
"ARPC5L",2,2,1
"GOLGA1",2,2,1
"SCAI",2,2,1
"PPP6C",2,2,1
"RABEPK",2,2,1
"HSPA5",2,2,1
"GAPVD1",2,2,1
"MAPKAP1",2,2,1
"PBX3",2,2,1
"MVB12B",2,2,1
"AL161908.1",2,2,1
"LMX1B",2,2,1
"ZBTB43",2,2,1
"ZBTB34",2,2,1
"RALGPS1",2,2,1
"ANGPTL2",2,2,1
"GARNL3",2,2,1
"SLC2A8",2,2,1
"ZNF79",2,2,1
"RPL12",2,2,1
"LRSAM1",2,2,1
"FAM129B",2,2,1
"STXBP1",2,2,1
"PTRH1",2,2,1
"TTC16",2,2,1
"TOR2A",2,2,1
"SH2D3C",2,2,1
"CDK9",2,2,1
"FPGS",2,2,1
"ENG",2,2,1
"AK1",2,2,1
"ST6GALNAC6",2,2,1
"ST6GALNAC4",2,2,1
"PIP5KL1",2,2,1
"DPM2",2,2,1
"FAM102A",2,2,1
"NAIF1",2,2,1
"SLC25A25",2,2,1
"PTGES2",2,2,1
"LCN2",2,2,1
"C9orf16",2,2,1
"CIZ1",2,2,1
"DNM1",2,2,1
"AL590708.1",2,2,1
"GOLGA2",2,2,1
"SWI5",2,2,1
"TRUB2",2,2,1
"COQ4",2,2,1
"SLC27A4",2,2,1
"URM1",2,2,1
"CERCAM",2,2,1
"ODF2-AS1",2,2,1
"ODF2",2,2,1
"GLE1",2,2,1
"SPTAN1",2,2,1
"WDR34",2,2,1
"HMGA1P4",2,2,1
"SET",2,2,1
"PKN3",2,2,1
"ZDHHC12",2,2,1
"ZER1",2,2,1
"TBC1D13",2,2,1
"ENDOG",2,2,1
"LRRC8A",2,2,1
"PHYHD1",2,2,1
"DOLK",2,2,1
"NUP188",2,2,1
"SH3GLB2",2,2,1
"DOLPP1",2,2,1
"CRAT",2,2,1
"IER5L",2,2,1
"AL158151.1",2,2,1
"C9orf106",2,2,1
"AL353803.1",2,2,1
"AL391056.1",2,2,1
"C9orf50",2,2,1
"NTMT1",2,2,1
"ASB6",2,2,1
"PRRX2",2,2,1
"AL590369.1",2,2,1
"PTGES",2,2,1
"TOR1B",2,2,1
"TOR1A",2,2,1
"C9orf78",2,2,1
"USP20",2,2,1
"FNBP1",2,2,1
"GPR107",2,2,1
"AL360004.1",2,2,1
"NCS1",2,2,1
"HMCN2",2,2,1
"ASS1",2,2,1
"FUBP3",2,2,1
"PRDM12",2,2,1
"EXOSC2",2,2,1
"ABL1",2,2,1
"QRFP",2,2,1
"FIBCD1",2,2,1
"LAMC3",2,2,1
"AIF1L",2,2,1
"NUP214",2,2,1
"FAM78A",2,2,1
"PRRC2B",2,2,1
"AL358781.1",2,2,1
"POMT1",2,2,1
"UCK1",2,2,1
"RAPGEF1",2,2,1
"MED27",2,2,1
"NTNG2",2,2,1
"SETX",2,2,1
"TTF1",2,2,1
"DDX31",2,2,1
"GTF3C4",2,2,1
"AK8",2,2,1
"TSC1",2,2,1
"GFI1B",2,2,1
"GTF3C5",2,2,1
"CEL",2,2,1
"RALGDS",2,2,1
"GBGT1",2,2,1
"OBP2B",2,2,1
"ABO",2,2,1
"SURF6",2,2,1
"MED22",2,2,1
"RPL7A",2,2,1
"SURF1",2,2,1
"SURF2",2,2,1
"SURF4",2,2,1
"REXO4",2,2,1
"ADAMTS13",2,2,1
"CACFD1",2,2,1
"SLC2A6",2,2,1
"ADAMTSL2",2,2,1
"DBH-AS1",2,2,1
"SARDH",2,2,1
"VAV2",2,2,1
"BRD3",2,2,1
"PLCXD1",1,1,2
"GTPBP6",1,1,2
"LINC00685",1,1,2
"PPP2R3B",1,1,2
"CSF2RA",1,1,2
"IL3RA",1,1,2
"SLC25A6",1,1,2
"LINC00106",1,1,2
"ASMTL-AS1",1,1,2
"ASMTL",1,1,2
"AKAP17A",1,1,2
"DHRSX",1,1,2
"ZBED1",1,1,2
"LINC00102",1,1,2
"CD99",1,1,2
"XG",1,1,2
"GYG2",1,1,2
"ARSD-AS1",1,1,2
"ARSD",1,1,2
"ARSE",1,1,2
"ARSF",1,1,2
"MXRA5",1,1,2
"PRKX",1,1,2
"NLGN4X",1,1,2
"STS",1,1,2
"VCX",1,1,2
"PNPLA4",1,1,2
"VCX3B",1,1,2
"FAM9B",1,1,2
"TBL1X",1,1,2
"GPR143",1,1,2
"SHROOM2",1,1,2
"WWC3",1,1,2
"CLCN4",1,1,2
"MID1",1,1,2
"HCCS",1,1,2
"ARHGAP6",1,1,2
"MSL3",1,1,2
"PRPS2",1,1,2
"TLR7",1,1,2
"TLR8-AS1",1,1,2
"TLR8",1,1,2
"TMSB4X",1,1,2
"FAM9C",1,1,2
"EGFL6",1,1,2
"TCEANC",1,1,2
"RAB9A",1,1,2
"TRAPPC2",1,1,2
"OFD1",1,1,2
"GPM6B",1,1,2
"GEMIN8",1,1,2
"AC003035.1",1,1,2
"GLRA2",1,1,2
"FANCB",1,1,2
"MOSPD2",1,1,2
"ASB9",1,1,2
"ASB11",1,1,2
"PIGA",1,1,2
"PIR",1,1,2
"ACE2",1,1,2
"CA5B",1,1,2
"ZRSR2",1,1,2
"AP1S2",1,1,2
"GRPR",1,1,2
"CTPS2",1,1,2
"SYAP1",1,1,2
"TXLNG",1,1,2
"RBBP7",1,1,2
"REPS2",1,1,2
"NHS",1,1,2
"SCML1",1,1,2
"RAI2",1,1,2
"SCML2",1,1,2
"CDKL5",1,1,2
"PPEF1",1,1,2
"PHKA2-AS1",1,1,2
"PHKA2",1,1,2
"PDHA1",1,1,2
"MAP3K15",1,1,2
"SH3KBP1",1,1,2
"MAP7D2",1,1,2
"EIF1AX",1,1,2
"RPS6KA3",1,1,2
"CNKSR2",1,1,2
"KLHL34",1,1,2
"SMPX",1,1,2
"YY2",1,1,2
"MBTPS2",1,1,2
"SMS",1,1,2
"PHEX",1,1,2
"PHEX-AS1",1,1,2
"PTCHD1",1,1,2
"PRDX4",1,1,2
"ACOT9",1,1,2
"AC131011.1",1,1,2
"SAT1",1,1,2
"APOO",1,1,2
"CXorf58",1,1,2
"KLHL15",1,1,2
"EIF2S3",1,1,2
"ZFX-AS1",1,1,2
"ZFX",1,1,2
"PDK3",1,1,2
"PCYT1B",1,1,2
"POLA1",1,1,2
"ARX",1,1,2
"MAGEB5",1,1,2
"MAGEB10",1,1,2
"IL1RAPL1",1,1,2
"MAGEB4",1,1,2
"MAGEB1",1,1,2
"CXorf21",1,1,2
"GK",1,1,2
"TAB3-AS1",1,1,2
"TAB3",1,1,2
"DMD",1,1,2
"TMEM47",2,2,3
"PRRG1",2,2,3
"LANCL3",2,2,3
"XK",2,2,3
"CYBB",2,2,3
"DYNLT3",2,2,3
"SYTL5",2,2,3
"SRPX",2,2,3
"RPGR",2,2,3
"OTC",2,2,3
"TSPAN7",2,2,3
"MID1IP1-AS1",2,2,3
"MID1IP1",2,2,3
"AC092198.1",2,2,3
"BCOR",2,2,3
"ATP6AP2",2,2,3
"CXorf38",2,2,3
"MED14",2,2,3
"USP9X",2,2,3
"DDX3X",2,2,3
"NYX",2,2,3
"CASK-AS1",2,2,3
"CASK",2,2,3
"GPR82",2,2,3
"MAOA",2,2,3
"MAOB",2,2,3
"NDP-AS1",2,2,3
"NDP",2,2,3
"EFHC2",2,2,3
"FUNDC1",2,2,3
"KDM6A",2,2,3
"CXorf36",2,2,3
"KRBOX4",2,2,3
"ZNF674",2,2,3
"ZNF674-AS1",2,2,3
"CHST7",2,2,3
"SLC9A7",2,2,3
"RP2",2,2,3
"JADE3",2,2,3
"RGN",2,2,3
"NDUFB11",2,2,3
"RBM10",2,2,3
"UBA1",2,2,3
"CDK16",2,2,3
"USP11",2,2,3
"ZNF157",2,2,3
"ZNF41",2,2,3
"ARAF",2,2,3
"TIMP1",2,2,3
"SYN1",2,2,3
"CFP",2,2,3
"ELK1",2,2,3
"UXT",2,2,3
"UXT-AS1",2,2,3
"ZNF81",2,2,3
"ZNF182",2,2,3
"ZNF630",2,2,3
"ZNF630-AS1",2,2,3
"SLC38A5",2,2,3
"FTSJ1",2,2,3
"PORCN",2,2,3
"EBP",2,2,3
"TBC1D25",2,2,3
"AC115618.1",2,2,3
"RBM3",2,2,3
"WDR13",2,2,3
"WAS",2,2,3
"SUV39H1",2,2,3
"GLOD5",2,2,3
"GATA1",2,2,3
"HDAC6",2,2,3
"ERAS",2,2,3
"PCSK1N",2,2,3
"TIMM17B",2,2,3
"PQBP1",2,2,3
"SLC35A2",2,2,3
"PIM2",2,2,3
"OTUD5",2,2,3
"KCND1",2,2,3
"GRIPAP1",2,2,3
"TFE3",2,2,3
"CCDC120",2,2,3
"PRAF2",2,2,3
"WDR45",2,2,3
"GPKOW",2,2,3
